"Country","Year","Pathogen","Antibiotic","Total","Resistant","Data","Region"
"Bangladesh",2017,"Klebsiella pneumoniae","Imipenem",33,5,"GLASS","South-East Asia Region"
"Bangladesh",2018,"Escherichia coli","Ampicillin",226,188,"GLASS","South-East Asia Region"
"Bangladesh",2018,"Escherichia coli","Ceftazidime",254,147,"GLASS","South-East Asia Region"
"Bangladesh",2018,"Escherichia coli","Ciprofloxacin",272,170,"GLASS","South-East Asia Region"
"Bangladesh",2018,"Escherichia coli","Ceftriaxone",240,131,"GLASS","South-East Asia Region"
"Bangladesh",2018,"Escherichia coli","Cefepime",214,104,"GLASS","South-East Asia Region"
"Bangladesh",2018,"Escherichia coli","Imipenem",289,34,"GLASS","South-East Asia Region"
"Bangladesh",2018,"Klebsiella pneumoniae","Ceftazidime",77,38,"GLASS","South-East Asia Region"
"Bangladesh",2018,"Klebsiella pneumoniae","Ciprofloxacin",84,39,"GLASS","South-East Asia Region"
"Bangladesh",2018,"Klebsiella pneumoniae","Ceftriaxone",74,32,"GLASS","South-East Asia Region"
"Bangladesh",2018,"Klebsiella pneumoniae","Cefepime",56,29,"GLASS","South-East Asia Region"
"Bangladesh",2018,"Klebsiella pneumoniae","Imipenem",78,11,"GLASS","South-East Asia Region"
"Bangladesh",2019,"Escherichia coli","Ampicillin",345,300,"GLASS","South-East Asia Region"
"Bangladesh",2019,"Escherichia coli","Ceftazidime",377,202,"GLASS","South-East Asia Region"
"Bangladesh",2019,"Escherichia coli","Ciprofloxacin",407,258,"GLASS","South-East Asia Region"
"Bangladesh",2019,"Escherichia coli","Ceftriaxone",353,204,"GLASS","South-East Asia Region"
"Bangladesh",2019,"Escherichia coli","Cefepime",350,188,"GLASS","South-East Asia Region"
"Bangladesh",2019,"Escherichia coli","Imipenem",402,38,"GLASS","South-East Asia Region"
"Bangladesh",2019,"Klebsiella pneumoniae","Ceftazidime",100,46,"GLASS","South-East Asia Region"
"Bangladesh",2019,"Klebsiella pneumoniae","Ciprofloxacin",103,57,"GLASS","South-East Asia Region"
"Bangladesh",2019,"Klebsiella pneumoniae","Ceftriaxone",96,45,"GLASS","South-East Asia Region"
"Bangladesh",2019,"Klebsiella pneumoniae","Cefepime",92,36,"GLASS","South-East Asia Region"
"Bangladesh",2019,"Klebsiella pneumoniae","Imipenem",103,17,"GLASS","South-East Asia Region"
"Bangladesh",2020,"Escherichia coli","Ampicillin",170,147,"GLASS","South-East Asia Region"
"Bangladesh",2020,"Escherichia coli","Ceftazidime",185,102,"GLASS","South-East Asia Region"
"Bangladesh",2020,"Escherichia coli","Ciprofloxacin",199,117,"GLASS","South-East Asia Region"
"Bangladesh",2020,"Escherichia coli","Ceftriaxone",195,111,"GLASS","South-East Asia Region"
"Bangladesh",2020,"Escherichia coli","Cefepime",180,94,"GLASS","South-East Asia Region"
"Bangladesh",2020,"Escherichia coli","Imipenem",138,7,"GLASS","South-East Asia Region"
"Bangladesh",2020,"Klebsiella pneumoniae","Ceftazidime",44,17,"GLASS","South-East Asia Region"
"Bangladesh",2020,"Klebsiella pneumoniae","Ciprofloxacin",46,26,"GLASS","South-East Asia Region"
"Bangladesh",2020,"Klebsiella pneumoniae","Ceftriaxone",43,18,"GLASS","South-East Asia Region"
"Bangladesh",2020,"Klebsiella pneumoniae","Cefepime",47,15,"GLASS","South-East Asia Region"
"Bangladesh",2020,"Klebsiella pneumoniae","Imipenem",33,2,"GLASS","South-East Asia Region"
"Bhutan",2019,"Acinetobacter baumannii","Amikacin",19,5,"GLASS","South-East Asia Region"
"Bhutan",2019,"Acinetobacter baumannii","Gentamicin",20,9,"GLASS","South-East Asia Region"
"Bhutan",2019,"Acinetobacter baumannii","Imipenem",19,11,"GLASS","South-East Asia Region"
"Bhutan",2019,"Acinetobacter baumannii","Meropenem",20,7,"GLASS","South-East Asia Region"
"Bhutan",2019,"Escherichia coli","Ampicillin",118,100,"GLASS","South-East Asia Region"
"Bhutan",2019,"Escherichia coli","Ciprofloxacin",113,57,"GLASS","South-East Asia Region"
"Bhutan",2019,"Escherichia coli","Ceftriaxone",118,67,"GLASS","South-East Asia Region"
"Bhutan",2019,"Escherichia coli","Imipenem",41,15,"GLASS","South-East Asia Region"
"Bhutan",2019,"Escherichia coli","Meropenem",47,11,"GLASS","South-East Asia Region"
"Bhutan",2019,"Escherichia coli","Trimethoprim/sulfamethoxazole",116,48,"GLASS","South-East Asia Region"
"Bhutan",2019,"Klebsiella pneumoniae","Ciprofloxacin",33,14,"GLASS","South-East Asia Region"
"Bhutan",2019,"Klebsiella pneumoniae","Ceftriaxone",35,18,"GLASS","South-East Asia Region"
"Bhutan",2019,"Klebsiella pneumoniae","Imipenem",19,11,"GLASS","South-East Asia Region"
"Bhutan",2019,"Klebsiella pneumoniae","Meropenem",19,8,"GLASS","South-East Asia Region"
"Bhutan",2019,"Klebsiella pneumoniae","Trimethoprim/sulfamethoxazole",33,18,"GLASS","South-East Asia Region"
"Bhutan",2019,"Staphylococcus aureus","Oxacillin",101,21,"GLASS","South-East Asia Region"
"Bosnia and Herzegovina",2017,"Acinetobacter baumannii","Amikacin",110,97,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Acinetobacter baumannii","Gentamicin",112,108,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Acinetobacter baumannii","Imipenem",112,108,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Acinetobacter baumannii","Meropenem",112,108,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Escherichia coli","Ampicillin",157,115,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Escherichia coli","Ceftazidime",192,37,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Escherichia coli","Ciprofloxacin",185,48,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Escherichia coli","Ceftriaxone",180,40,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Escherichia coli","Cefotaxime",170,43,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Escherichia coli","Ertapenem",77,0,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Escherichia coli","Imipenem",183,2,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Escherichia coli","Levofloxacin",146,29,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Escherichia coli","Meropenem",178,2,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Escherichia coli","Tinidazole",170,43,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Klebsiella pneumoniae","Ceftazidime",147,85,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Klebsiella pneumoniae","Ciprofloxacin",144,78,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Klebsiella pneumoniae","Ceftriaxone",145,84,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Klebsiella pneumoniae","Cefotaxime",126,80,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Klebsiella pneumoniae","Ertapenem",74,5,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Klebsiella pneumoniae","Imipenem",144,13,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Klebsiella pneumoniae","Levofloxacin",111,66,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Klebsiella pneumoniae","Meropenem",140,13,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Staphylococcus aureus","Oxacillin",155,40,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Streptococcus pneumoniae","Ceftriaxone",15,1,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Streptococcus pneumoniae","Cefotaxime",14,1,"GLASS","European Region"
"Bosnia and Herzegovina",2017,"Streptococcus pneumoniae","Benzylpenicillin",19,5,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Acinetobacter baumannii","Amikacin",131,121,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Acinetobacter baumannii","Gentamicin",132,130,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Acinetobacter baumannii","Imipenem",131,117,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Acinetobacter baumannii","Meropenem",132,120,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Escherichia coli","Ampicillin",248,172,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Escherichia coli","Ceftazidime",248,43,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Escherichia coli","Ciprofloxacin",243,60,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Escherichia coli","Ceftriaxone",248,48,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Escherichia coli","Cefotaxime",248,48,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Escherichia coli","Ertapenem",172,0,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Escherichia coli","Imipenem",245,0,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Escherichia coli","Levofloxacin",234,52,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Escherichia coli","Meropenem",247,0,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Escherichia coli","Tinidazole",248,48,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Klebsiella pneumoniae","Ceftazidime",200,136,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Klebsiella pneumoniae","Ciprofloxacin",200,117,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Klebsiella pneumoniae","Ceftriaxone",200,139,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Klebsiella pneumoniae","Cefotaxime",200,139,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Klebsiella pneumoniae","Ertapenem",130,21,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Klebsiella pneumoniae","Imipenem",200,27,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Klebsiella pneumoniae","Levofloxacin",196,111,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Klebsiella pneumoniae","Meropenem",200,34,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Staphylococcus aureus","Oxacillin",227,37,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Streptococcus pneumoniae","Ceftriaxone",30,0,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Streptococcus pneumoniae","Cefotaxime",30,0,"GLASS","European Region"
"Bosnia and Herzegovina",2018,"Streptococcus pneumoniae","Benzylpenicillin",30,14,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Acinetobacter baumannii","Amikacin",221,199,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Acinetobacter baumannii","Colistin",60,0,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Acinetobacter baumannii","Gentamicin",229,221,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Acinetobacter baumannii","Imipenem",229,220,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Acinetobacter baumannii","Meropenem",229,221,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Escherichia coli","Ampicillin",290,207,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Escherichia coli","Ceftazidime",289,50,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Escherichia coli","Ciprofloxacin",289,86,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Escherichia coli","Ceftriaxone",288,57,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Escherichia coli","Cefotaxime",290,59,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Escherichia coli","Ertapenem",137,0,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Escherichia coli","Imipenem",290,0,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Escherichia coli","Levofloxacin",261,73,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Escherichia coli","Meropenem",290,0,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Escherichia coli","Tinidazole",290,59,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Klebsiella pneumoniae","Ceftazidime",211,163,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Klebsiella pneumoniae","Ciprofloxacin",210,141,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Klebsiella pneumoniae","Ceftriaxone",211,164,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Klebsiella pneumoniae","Cefotaxime",211,166,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Klebsiella pneumoniae","Ertapenem",62,14,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Klebsiella pneumoniae","Imipenem",210,78,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Klebsiella pneumoniae","Levofloxacin",199,130,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Klebsiella pneumoniae","Meropenem",211,88,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Staphylococcus aureus","Oxacillin",1920,195,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Streptococcus pneumoniae","Ceftriaxone",41,3,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Streptococcus pneumoniae","Cefotaxime",41,5,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Streptococcus pneumoniae","Oxacillin",44,15,"GLASS","European Region"
"Bosnia and Herzegovina",2019,"Streptococcus pneumoniae","Benzylpenicillin",42,13,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Acinetobacter baumannii","Amikacin",348,330,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Acinetobacter baumannii","Gentamicin",348,330,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Acinetobacter baumannii","Imipenem",348,340,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Acinetobacter baumannii","Meropenem",346,338,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Escherichia coli","Ampicillin",179,119,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Escherichia coli","Ceftazidime",179,38,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Escherichia coli","Ciprofloxacin",179,35,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Escherichia coli","Ceftriaxone",179,40,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Escherichia coli","Cefotaxime",179,42,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Escherichia coli","Ertapenem",131,0,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Escherichia coli","Imipenem",179,0,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Escherichia coli","Levofloxacin",172,34,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Escherichia coli","Meropenem",179,0,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Escherichia coli","Tinidazole",179,42,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Klebsiella pneumoniae","Ceftazidime",207,143,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Klebsiella pneumoniae","Ciprofloxacin",207,126,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Klebsiella pneumoniae","Ceftriaxone",207,153,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Klebsiella pneumoniae","Cefotaxime",207,157,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Klebsiella pneumoniae","Ertapenem",134,67,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Klebsiella pneumoniae","Imipenem",207,76,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Klebsiella pneumoniae","Levofloxacin",202,121,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Klebsiella pneumoniae","Meropenem",206,90,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Staphylococcus aureus","Oxacillin",112,26,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Streptococcus pneumoniae","Ceftriaxone",20,1,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Streptococcus pneumoniae","Cefotaxime",20,1,"GLASS","European Region"
"Bosnia and Herzegovina",2020,"Streptococcus pneumoniae","Benzylpenicillin",20,6,"GLASS","European Region"
"Brazil",2019,"Acinetobacter baumannii","Amikacin",54,33,"GLASS","Region of the Americas"
"Brazil",2019,"Acinetobacter baumannii","Gentamicin",54,30,"GLASS","Region of the Americas"
"Brazil",2019,"Acinetobacter baumannii","Imipenem",47,34,"GLASS","Region of the Americas"
"Brazil",2019,"Acinetobacter baumannii","Meropenem",54,36,"GLASS","Region of the Americas"
"Brazil",2019,"Acinetobacter baumannii","Tigecycline",35,0,"GLASS","Region of the Americas"
"Brazil",2019,"Escherichia coli","Ampicillin",1403,750,"GLASS","Region of the Americas"
"Brazil",2019,"Escherichia coli","Ceftazidime",274,34,"GLASS","Region of the Americas"
"Brazil",2019,"Escherichia coli","Ciprofloxacin",3589,954,"GLASS","Region of the Americas"
"Brazil",2019,"Escherichia coli","Ceftriaxone",3511,369,"GLASS","Region of the Americas"
"Brazil",2019,"Escherichia coli","Cefotaxime",78,2,"GLASS","Region of the Americas"
"Brazil",2019,"Escherichia coli","Ertapenem",81,1,"GLASS","Region of the Americas"
"Brazil",2019,"Escherichia coli","Imipenem",632,1,"GLASS","Region of the Americas"
"Brazil",2019,"Escherichia coli","Levofloxacin",211,96,"GLASS","Region of the Americas"
"Brazil",2019,"Escherichia coli","Meropenem",1822,4,"GLASS","Region of the Americas"
"Brazil",2019,"Escherichia coli","Trimethoprim/sulfamethoxazole",3473,1173,"GLASS","Region of the Americas"
"Brazil",2019,"Klebsiella pneumoniae","Ceftazidime",262,173,"GLASS","Region of the Americas"
"Brazil",2019,"Klebsiella pneumoniae","Ciprofloxacin",1026,477,"GLASS","Region of the Americas"
"Brazil",2019,"Klebsiella pneumoniae","Ceftriaxone",950,445,"GLASS","Region of the Americas"
"Brazil",2019,"Klebsiella pneumoniae","Cefotaxime",26,6,"GLASS","Region of the Americas"
"Brazil",2019,"Klebsiella pneumoniae","Ertapenem",98,31,"GLASS","Region of the Americas"
"Brazil",2019,"Klebsiella pneumoniae","Imipenem",452,151,"GLASS","Region of the Americas"
"Brazil",2019,"Klebsiella pneumoniae","Levofloxacin",73,38,"GLASS","Region of the Americas"
"Brazil",2019,"Klebsiella pneumoniae","Meropenem",771,184,"GLASS","Region of the Americas"
"Brazil",2019,"Klebsiella pneumoniae","Trimethoprim/sulfamethoxazole",894,415,"GLASS","Region of the Americas"
"Brazil",2019,"Neisseria gonorrhoeae","Cefixime",199,0,"GLASS","Region of the Americas"
"Brazil",2019,"Neisseria gonorrhoeae","Ciprofloxacin",199,131,"GLASS","Region of the Americas"
"Brazil",2019,"Neisseria gonorrhoeae","Ceftriaxone",199,0,"GLASS","Region of the Americas"
"Brazil",2019,"Neisseria gonorrhoeae","Gentamicin",198,0,"GLASS","Region of the Americas"
"Brazil",2019,"Neisseria gonorrhoeae","Spectinomycin",199,0,"GLASS","Region of the Americas"
"Brazil",2019,"Staphylococcus aureus","Oxacillin",214,44,"GLASS","Region of the Americas"
"Brunei",2019,"Acinetobacter baumannii","Amikacin",99,8,"GLASS","Western Pacific Region"
"Brunei",2019,"Acinetobacter baumannii","Gentamicin",99,35,"GLASS","Western Pacific Region"
"Brunei",2019,"Acinetobacter baumannii","Meropenem",99,72,"GLASS","Western Pacific Region"
"Brunei",2019,"Escherichia coli","Ampicillin",174,105,"GLASS","Western Pacific Region"
"Brunei",2019,"Escherichia coli","Ceftazidime",174,30,"GLASS","Western Pacific Region"
"Brunei",2019,"Escherichia coli","Ciprofloxacin",174,36,"GLASS","Western Pacific Region"
"Brunei",2019,"Escherichia coli","Ceftriaxone",174,28,"GLASS","Western Pacific Region"
